#DS_DDI,drug_name,GPI,KDC,route,dosage_form,ddi_strength,strength_units,lastchange
2275,"B Complex Vitamins",78110000002200,460901,IJ,INJ ,,,20150107
2276,"B Complex Vitamins",78110000002200,612801,IJ,SOLN,,,20140101
2277,"B Complex Vitamins",78110000000100,0,OR,CAPS,,,20150401
2278,"B Complex Vitamins",78110000001000,3178201,OR,ELIX,,,20140101
2280,"B Complex-B12",78110000000300,559901,OR,TABS,,,20140101
2281,"B Complex-C",78120000000300,0,OR,TABS,,,20160106
2282,"B Complex-C-E",78122000000300,609601,OR,TABS,,,20150107
2283,"B Complex-C-E-Zn",78122500000300,598001,OR,TABS,,,20150107
2284,"B Complex-C-Iron",78140000000300,456001,OR,TABS,,,20150107
2286,"B Complex-Folic Acid",78130000000100,330301,OR,CAPS,,,20150107
2287,"B Complex-Minerals",78150000000900,586701,OR,LIQD,,,20160706
2293,"BD Glucose",27300030000520,318101,OR,CHEW,"5","GM",20140101
2294,"BD Insulin Syringe",97051030906390,0,XX,MISC,"27.5G X 5/8\"","2 ML",20140101
2298,"BD Magni-Guide Magnifier",97202010006320,0,XX,MISC,,,20140101
2302,"BD Swab Single Use Regular",97703040004300,0,XX,PADS,,,20140101
2303,"BD Swabs Single Use Butterfly",97703040004300,0,XX,PADS,,,20140101
2306,"BD Thermometer",97701010206300,0,XX,MISC,,,20140101
2307,"BD Thermometer Basal",97701020006300,0,XX,MISC,,,20140101
2309,"BD Thermometer Oral",97701010106300,0,XX,MISC,,,20140101
2310,"BD Thermometer Oral Sheaths",97701010506300,0,XX,MISC,,,20140101
2311,"BD Thermometer Rectal",97701010206300,0,XX,MISC,,,20140101
2312,"BD Thermometer Rectal Sheath",97701010506300,0,XX,MISC,,,20140101
2315,"B-Plex",78133000000300,378601,OR,TABS,,,20140101
2317,"B-Plex Plus",78310000000300,481901,OR,TABS,,,20140101
2326,"B.F.I.",90975000002900,16001,EX,POWD,,,20140101
2327,"BCG Vaccine",17200010002200,11001,IJ,INJ ,,,20140101
2337,"BSS/BSS Plus Admin Set",97700000000000,0,XX,MISC,,,20140101
2350,"Baby Lotion",97550000004100,0,EX,LOTN,,,20140101
2357,"Baby Oil",90976000001700,1005101,EX,OIL ,,,20150107
2358,"Baby Orajel",88350010004020,2552101,MT,GEL ,"7.5","%",20140101
2359,"Baby Orajel Nighttime",88350010004030,13401,MT,GEL ,"10","%",20140101
2363,"Baby Shampoo",97550000004500,2629301,EX,SHAM,,,20150107
2364,"Baby Vitamin",78411000002010,533901,OR,SOLN,"35","MG/ML",20140101
2366,"Baby Wipes",97550000006300,0,XX,MISC,,,20140101
2372,"Baciguent",90100010004210,11102,EX,OINT,"500","UNIT/GM",20140101
2373,"Bacitra-Neomycin-Polymyxin-HC",86309904104220,442601,OP,OINT,"1","%",20140101
2374,"Bacitracin",90100010004210,11102,EX,OINT,"500","UNIT/GM",20140101
2376,"Bacitracin",16000010002110,11102,IM,SOLR,"50000","UNIT",20140101
2377,"Bacitracin",86101005004205,11102,OP,OINT,"500","UNIT/GM",20140101
2378,"Bacitracin",90100010002900,11102,XX,POWD,,,20140101
2379,"Bacitracin-Neomycin-Polymyxin",90109803104200,206901,EX,OINT,"400-5-5000",,20140101
2382,"Bacitracin-Polymyxin B",90109802104200,428201,EX,OINT,"500-10000","UNIT/GM",20140101
2383,"Bacitracin-Polymyxin B",86109902104200,428201,OP,OINT,"500-10000","UNIT/GM",20140101
2388,"Baclofen",75100010000305,11201,OR,TABS,"10","MG",20150107
2389,"Baclofen",75100010000310,11201,OR,TABS,"20","MG",20150107
2390,"Bacmin",78310000000300,1654401,OR,TABS,,,20140101
2410,"Bactrim",16990002300310,2116401,OR,TABS,"400-80","MG",20140101
2411,"Bactrim DS",16990002300320,2116401,OR,TABS,"800-160","MG",20140101
2412,"Bactroban",90100065104210,523701,EX,OINT,"2","%",20140101
2418,"Bal in Oil",93000030002010,384801,IM,SOLN,"100","MG/ML",20140101
2421,"Balance B-100",78520000000300,583201,OR,TABS,,,20140101
2424,"Balance B-50",78132000000300,452601,OR,TABS,,,20140101
2426,"Balanced B-100",78520000000300,580901,OR,TABS,,,20140101
2427,"Balanced B-100",78132000000400,452601,OR,TBCR,,,20140101
2430,"Balanced B-50",78520000000300,580901,OR,TABS,,,20140101
2431,"Balanced B-50",78130000000400,452601,OR,TBCR,,,20160706
2448,"Balneol",90971550004100,2692601,EX,LOTN,,,20140101
2449,"Balnetar",90520010001610,33201,EX,EMUL,"2.5","%",20140101
2479,"Band-Aid Clear Assorted",97301000000000,0,XX,MISC,,,20140101
2480,"Band-Aid Clear Plastic",97301000000000,0,XX,MISC,,,20140101
2481,"Band-Aid Flexible",97301000000000,0,XX,MISC,,,20140101
2482,"Band-Aid Flexible Assorted",97301000000000,0,XX,MISC,,,20140101
2483,"Band-Aid Flexible Fabric",97301000000000,0,XX,MISC,,,20140101
2485,"Band-Aid Handyman",97301000000000,0,XX,MISC,,,20140101
2487,"Band-Aid Medicated",97301000000000,0,XX,MISC,,,20140101
2488,"Band-Aid Medium",97301000000000,0,XX,MISC,,,20140101
2489,"Band-Aid Plastic",97301000000000,0,XX,MISC,,,20140101
2490,"Band-Aid Plastic Small",97301000000000,0,XX,MISC,,,20140101
2491,"Band-Aid Plastic Strips",97301000000000,0,XX,MISC,,,20140101
2492,"Band-Aid Sheer",97301000000000,0,XX,MISC,,,20140101
2493,"Band-Aid Sheer Medicated",97301000000000,0,XX,MISC,,,20140101
2494,"Band-Aid Sheer Strips",97301000000000,0,XX,MISC,,,20140101
2495,"Band-Aid Super Strips",97301000000000,0,XX,MISC,,,20140101
2505,"SM Bandages/Clear/Assorted",97301000000000,0,XX,MISC,,,20140101
2523,"Bar-Test",94401010100320,11601,OR,TABS,"650","MG",20140101
2531,"Barc",90909902100918,552501,EX,LIQD,"5.52-2.2-0.18","%",20140101
2535,"Baridium",56300010100304,100701,OR,TABS,"97.2","MG",20140101
2539,"Barium Sulfate",94401010102900,11601,XX,POWD,,,20140101
2553,"Basis Cleanser",90973000000900,1,EX,LIQD,,,20170104
2554,"Basis Facial Moisturizer",90972000003700,0,EX,CREA,,,20140101
2555,"Basis Overnight",90972000003700,0,EX,CREA,,,20140101
2556,"Basle",90650000003700,1090201,EX,CREA,,,20140101
2563,"Bay Rum",96900010000900,1346001,XX,LIQD,,,20140101
2565,"Bayer Aspirin",64100010000315,1977601,OR,TABS,"325","MG",20170104
2574,"Baza",90159902046400,684401,EX,KIT ,,,20140101
2575,"Beano",52200003000900,277302,OR,LIQD,,,20140101
2593,"Bedside-Care",90971550002000,1664701,EX,SOLN,,,20140101
2596,"Bee Pollen",80500020000158,536301,OR,CAPS,"580","MG",20140101
2598,"Bee Pollen",80500020000550,536301,OR,CHEW,"500","MG",20140101
2635,"Belted Undergarment",97152020006300,0,XX,MISC,,,20140101
2678,"Benadryl",41200030100105,45201,OR,CAPS,"25","MG",20140101
2681,"Benadryl",41200030100305,45201,OR,TABS,"25","MG",20140101
2689,"Benadryl Maximum Strength",90200010102020,325101,EX,SOLN,"2","%",20140101
2708,"Bensulfoid",90059902203740,146601,EX,CREA,"2-8","%",20140101
2711,"Bentonite",98351010002900,13001,XX,POWD,,,20140101
2712,"Bentyl",49103010102005,41801,IM,SOLN,"10","MG/ML",20160406
2713,"Bentyl",49103010100105,2242501,OR,CAPS,"10","MG",20140101
2716,"Bentyl",49103010100305,41801,OR,TABS,"20","MG",20140101
2740,"Benzalkonium Chloride",92100020002000,13101,EX,SOLN,,,20140101
2741,"Benzamycin",90059902104010,291201,EX,GEL ,"5-3","%",20140101
2745,"Benzedrex",42103020002400,114101,NA,INHA,,,20140101
2751,"Benzocaine",90850010002900,13401,XX,POWD,,,20140101
2755,"Benzodent",88350010004220,758501,MT,OINT,"20-0.4-0.1","%",20140101
2756,"Benzoic Acid",90150025003800,13501,XX,CRYS,,,20140101
2757,"Benzoin Compound",90972010101500,13601,EX,TINC,,,20170405
2762,"Benzonatate",43102010000105,13701,OR,CAPS,"100","MG",20140101
2764,"Benzoyl Peroxide",90050010004015,13901,EX,GEL ,"10","%",20140101
2765,"Benzoyl Peroxide",90050010004005,13901,EX,GEL ,"2.5","%",20151007
2766,"Benzoyl Peroxide",90050010004010,13901,EX,GEL ,"5","%",20140101
2767,"Benzoyl Peroxide",90050010000910,13901,EX,LIQD,"10","%",20140101
2768,"Benzoyl Peroxide",90050010000905,13901,EX,LIQD,"5","%",20140101
2770,"Benzoyl Peroxide",90050010004120,13901,EX,LOTN,"10","%",20140101
2771,"Benzoyl Peroxide",90050010004110,13901,EX,LOTN,"5","%",20140101
2773,"Benzoyl Peroxide Wash",90050010000910,13901,EX,LIQD,"10","%",20140101
2774,"Benzoyl Peroxide Wash",90050010000905,13901,EX,LIQD,"5","%",20151007
2776,"Benztropine Mesylate",73100010100305,14401,OR,TABS,"0.5","MG",20140101
2777,"Benztropine Mesylate",73100010100310,14401,OR,TABS,"1","MG",20140101
2778,"Benztropine Mesylate",73100010100315,14401,OR,TABS,"2","MG",20140101
2779,"Benzyl Alcohol",98100020000900,14501,XX,LIQD,,,20140101
2783,"Bergamot Oil",96202512001700,1089701,XX,OIL ,,,20140101
2808,"Beta Carotene",77201040000110,258301,OR,CAPS,"10000","UNIT",20140101
2809,"Beta Carotene",77201040000115,258301,OR,CAPS,"25000","UNIT",20140101
2810,"Beta Carotene",77201040000105,2750501,OR,CAPS,"30","MG",20140101
2813,"Beta HC",90550075004115,64801,EX,LOTN,"1","%",20140101
2834,"Betadine",92200040002015,111101,EX,SOLN,"10","%",20140101
2843,"Betadine Skin Cleanser",92200040002010,111101,EX,SOLN,"7.5","%",20140101
2844,"Betadine Spray",92200040003405,111101,EX,AERS,"5","%",20140101
2845,"Betadine Surgical Scrub",92200040002010,111101,EX,SOLN,"7.5","%",20140101
2846,"Betadine Swab Aid",92200040009420,111101,EX,SWAB,"10","%",20140101
2847,"Betadine Swabsticks",92200040009420,111101,EX,SWAB,"10","%",20140101
2850,"Betagan",86250020102005,463801,OP,SOLN,"0.5","%",20140101
2866,"Betamethasone Dipropionate",90550020003705,15003,EX,CREA,"0.05","%",20140101
2867,"Betamethasone Dipropionate",90550020004105,15003,EX,LOTN,"0.05","%",20140101
2868,"Betamethasone Dipropionate",90550020004205,15003,EX,OINT,"0.05","%",20140101
2871,"Betamethasone Valerate",90550020103710,15005,EX,CREA,"0.1","%",20140101
2872,"Betamethasone Valerate",90550020104105,15005,EX,LOTN,"0.1","%",20140101
2873,"Betamethasone Valerate",90550020104205,3695001,EX,OINT,"0.1","%",20160706
2874,"Betamethasone Valerate",90550020102900,15005,XX,POWD,,,20140101
2875,"Betapace",33100045100320,2478001,OR,TABS,"160","MG",20150107
2877,"Betapace",33100045100310,2478001,OR,TABS,"80","MG",20150107
2885,"Betasept Surgical Scrub",92100030100940,27701,EX,LIQD,"4","%",20140101
2891,"Bethanechol Chloride",54300010100320,15201,OR,TABS,"10","MG",20140101
2892,"Bethanechol Chloride",54300010100330,15201,OR,TABS,"25","MG",20140101
2893,"Bethanechol Chloride",54300010100310,15201,OR,TABS,"5","MG",20140101
2894,"Bethanechol Chloride",54300010100340,15201,OR,TABS,"50","MG",20140101
2897,"Betoptic-S",86250010101810,358102,OP,SUSP,"0.25","%",20140101
2904,"BiCNU",21102010002105,593801,IV,SOLR,"100","MG",20140101
2907,"Biaxin",03500010000310,2112401,OR,TABS,"250","MG",20140101
2908,"Biaxin",03500010000320,2112501,OR,TABS,"500","MG",20140101
2918,"Bicillin L-A",01100020001810,2289501,IM,SUSP,"600000","UNIT/ML",20140101
2935,"Biltricide",15000050000305,276301,OR,TABS,"600","MG",20180704
2988,"Bioclusive Transparent",97303020006300,0,XX,PADS,,,20140101
3007,"Bioflavonoids",77303010000350,265201,OR,TABS,"1000","MG",20140101
3032,"Bion Tears",86201000002000,764401,OP,SOLN,"0.1-0.3","%",20140101
3053,"Biotin",77106010000375,15501,OR,TABS,"10","MG",20140101
3054,"Biotin",77106010000350,15501,OR,TABS,"3","MG",20140101
3055,"Biotin",77106010000330,15501,OR,TABS,"300","MCG",20140101
3058,"Biotin Forte",77106010000350,15501,OR,TABS,"3","MG",20140101
3059,"Biotin Forte",77106010000370,15501,OR,TABS,"5","MG",20140101
3084,"Bisac-Evac",46200010005205,15701,RE,SUPP,"10","MG",20140101
3085,"Bisacodyl",46200010006450,2029401,CO,KIT ,,,20140101
3086,"Bisacodyl",46200010000610,15701,OR,TBEC,"5","MG",20140101
3087,"Bisacodyl",46200010005205,15701,RE,SUPP,"10","MG",20140101
3097,"Bismatrol",47300010000507,2407601,OR,CHEW,"262","MG",20140101
3098,"Bismatrol",47300010001805,2082101,OR,SUSP,"262","MG/15ML",20140101
3103,"Bismuth Subcarbonate",96300010102900,16501,XX,POWD,,,20140101
3104,"Bismuth Subgallate",47300007000310,16601,OR,TABS,"324","MG",20140101
3105,"Bismuth Subgallate",47300007002900,16601,XX,POWD,,,20140101
3106,"Bismuth Subnitrate",96300010202900,16801,XX,POWD,,,20140101
3108,"Bismuth Subsalicylate",47300010001805,16901,OR,SUSP,"262","MG/15ML",20180704
3111,"Bismuth Subsalicylate",96300010302900,16901,XX,POWD,,,20140101
3117,"Black Draught",46200025001210,2065501,OR,SYRP,"90","MG/15ML",20140101
3136,"Bleph-10",86102010102010,128201,OP,SOLN,"10","%",20140101
3137,"Blephamide S.O.P.",86309902724210,2738201,OP,OINT,"10-0.2","%",20140101
3138,"Blephamide",86309902721810,156901,OP,SUSP,"10-0.2","%",20140101
3162,"Blood Pressure",97750010006400,0,XX,KIT ,,,20140101
3197,"Bone Meal-Vitamin D",79109902600300,1189101,OR,TABS,,,20140101
3201,"Bontril PDM",61200050100305,2083001,OR,TABS,"35","MG",20140101
3203,"Borax",96103058002700,17302,XX,GRAN,,,20141001
3204,"Boric Acid",90970020002700,17401,EX,GRAN,,,20140101
3208,"Boric Acid",90970020002015,17401,EX,SOLN,"4","%",20140101
3211,"Boric Acid",96300012002900,17401,XX,POWD,,,20140101
3222,"Boston Advance Cleaner",86903000002000,0,XX,SOLN,,,20140101
3223,"Boston Advance Conditioning",86903000002000,2945401,XX,SOLN,,,20140101
3225,"Boston Cleaner",86903000002000,0,XX,SOLN,,,20140101
3226,"Boston Conditioning",86903000002000,1001501,XX,SOLN,,,20140101
3236,"Brain",78500000000300,0,OR,TABS,,,20140101
3239,"Bran",46300040000310,689301,OR,TABS,"500","MG",20140101
3240,"Bran Fiber",46300040000310,546801,OR,TABS,"500","MG",20140101
3246,"Brasivol",90052001104400,4301,EX,PSTE,,,20140101
3265,"Brevibloc",33200025102015,374101,IV,SOLN,"100","MG/10ML",20161005
3274,"Brewers Yeast",78111000002900,144701,OR,POWD,,,20140101
3277,"Brewers Yeast",78111000000300,144701,OR,TABS,"487.5","MG",20140101
3278,"Brewers Yeast",78111000000300,144701,OR,TABS,"500","MG",20140101
3281,"Brewers Yeast",78111000000300,144701,OR,TABS,,,20140101
3350,"Bromfed DM",43995803321210,2082701,OR,SYRP,"30-2-10","MG/5ML",20141001
3352,"Bromi-Talc",97800000002900,2286901,EX,POWD,,,20140101
3393,"Broncho Saline",43400010003420,123101,IN,AERS,"0.9","%",20140101
3400,"Broncopectol",43998004261225,350301,OR,SYRP,"5-2-5-75","MG/5ML",20140101
3475,"Bufferin",64109902040320,2074201,OR,TABS,"325","MG",20140101
3491,"Bumex",37200010000305,2421001,OR,TABS,"0.5","MG",20160106
3492,"Bumex",37200010000310,2421101,OR,TABS,"1","MG",20160106
3493,"Bumex",37200010000315,256201,OR,TABS,"2","MG",20160106
3494,"Buminate",85400010002015,2501,IV,SOLN,"25","%",20140101
3495,"Buminate",85400010002010,2501,IV,SOLN,"5","%",20140101
3496,"Bupap",64991002120320,294701,OR,TABS,"50-650","MG",20140101
3498,"Bupivacaine HCl",69100010102005,18701,IJ,SOLN,"0.25","%",20140101
3499,"Bupivacaine HCl",69100010102010,18701,IJ,SOLN,"0.5","%",20180704
3503,"Buprenex",65200010102005,349001,IJ,SOLN,"0.3","MG/ML",20140101
3522,"Butabarbital Sodium",60100025101010,1161401,OR,ELIX,"30","MG/5ML",20140101
3525,"Butabarbital Sodium",60100025100310,1161501,OR,TABS,"30","MG",20140101
3532,"Butalbital Compound/Codeine",65991004300115,435601,OR,CAPS,"50-325-40-30","MG",20140101
3544,"Butisol Sodium",60100025101010,1161401,OR,ELIX,"30","MG/5ML",20140101
3547,"Butisol Sodium",60100025100310,1161501,OR,TABS,"30","MG",20140101
3548,"Butisol Sodium",60100025100315,1161501,OR,TABS,"50","MG",20140101
3558,"Butterfly Closures",97301000000000,0,XX,MISC,,,20141001
3564,"Butylated Hydroxytoluene",96300013003800,19501,XX,CRYS,,,20140101
3568,"C Complex",78160000000400,500001,OR,TBCR,,,20140101
3570,"C-500",77108010000515,2770501,OR,CHEW,"500","MG",20140702
3586,"C-Time",77108010000205,9601,OR,CPCR,"500","MG",20140101
3622,"Ca-Plus",78500000000300,516501,OR,TABS,"280","MG",20140101
3629,"Cafergot",67991002100310,401801,OR,TABS,"1-100","MG",20170104
3638,"Caffeine",61300010000320,19701,OR,TABS,"200","MG",20140101
3639,"Caffeine",61300010002900,19701,XX,POWD,,,20140101
3640,"Caffeine Citrated",61300010102900,328201,XX,POWD,,,20140101
3641,"Caffeine-Sodium Benzoate",61300010202010,1135401,IJ,SOLN,"125-125","MG/ML",20140101
3649,"Cal-Gest Antacid",48300010000510,2785601,OR,CHEW,"500","MG",20140101
3666,"Calamine",90971010004100,160501,EX,LOTN,,,20140101
3667,"Calamine",90971010002900,160501,XX,POWD,,,20140101
3669,"Calamine Phenolated",90971010104100,160601,EX,LOTN,,,20140101
3674,"Calan",34000030100310,247801,OR,TABS,"120","MG",20140101
3676,"Calan",34000030100305,247801,OR,TABS,"80","MG",20140101
3677,"Calan SR",34000030100410,247801,OR,TBCR,"120","MG",20140101
3678,"Calan SR",34000030100415,247801,OR,TBCR,"180","MG",20140101
3679,"Calan SR",34000030100420,2503301,OR,TBCR,"240","MG",20140101
3686,"Calcet Plus",78310000000300,1800901,OR,TABS,,,20140101
3687,"Calci-Chew",79100007000515,20401,OR,CHEW,"1250 (500 Ca)","MG",20160106
3688,"Calci-Mix",79100007000120,20401,OR,CAPS,"1250 (500 Ca)","MG",20160106
3697,"Calciferol",77202030002030,2668201,OR,SOLN,"8000","UNIT/ML",20150107
3702,"Calcilo XD",81100000002900,2454001,OR,POWD,,,20161005
3713,"Calcium",79100005000306,473201,OR,TABS,"150","MG",20140101
3715,"Calcium",79100005000320,473201,OR,TABS,"500","MG",20140101
3718,"Calcium 600",79100007000350,20401,OR,TABS,"1500 (600 Ca)","MG",20160106
3721,"Calcium Antacid",48300010000510,2607301,OR,CHEW,"500","MG",20161005
3722,"Calcium Antacid Extra Strength",48300010000520,2250301,OR,CHEW,"750","MG",20140101
3723,"Calcium Ascorbate",77108030000310,9602,OR,TABS,"500","MG",20140101
3724,"Calcium Ascorbate",77108030002900,9602,XX,POWD,,,20140101
3725,"Calcium Aspartate",79100005000304,473201,OR,TABS,"75","MG",20140101
3726,"Calcium Carbonate",79100007000515,20401,OR,CHEW,"1250 (500 Ca)","MG",20160706
3729,"Calcium Carbonate",79100007001820,20401,OR,SUSP,"1250 (500 Ca)","MG/5ML",20160106
3730,"Calcium Carbonate",79100007000345,20401,OR,TABS,"1250 (500 Ca)","MG",20160106
3731,"Calcium Carbonate",79100007000350,20401,OR,TABS,"1500 (600 Ca)","MG",20160106
3732,"Calcium Carbonate",79100007000325,20401,OR,TABS,"600","MG",20140101
3735,"Calcium Carbonate",79100007002900,20401,XX,POWD,,,20140101
3739,"Calcium Chloride",79100010002010,20501,IV,SOLN,"10","%",20140101
3740,"Calcium Chloride Dihydrate",79100010002900,20501,XX,POWD,,,20140101
3741,"Calcium Citrate",79100015000310,475801,OR,TABS,"950","MG",20180704
3746,"Calcium Glubionate",79100020001205,20601,OR,SYRP,"1.8","GM/5ML",20140101
3751,"Calcium Gluconate",79100030002010,20901,IV,SOLN,"10","%",20140101
3756,"Calcium Gluconate",79100030000305,20901,OR,TABS,"500","MG",20140101
3760,"Calcium Gluconate",79100030002900,20901,XX,POWD,,,20151007
3763,"Calcium Hydroxide",96300014002900,540901,XX,POWD,,,20140101
3768,"Calcium Lactate",79100040000335,21401,OR,TABS,"750","MG",20140101
3771,"Calcium Oyster Shell",79100007000345,20401,OR,TABS,"1250 (500 Ca)","MG",20160106
3774,"Calcium Phosphate Dibasic",79100050102900,21803,XX,POWD,,,20140101
3776,"Calcium Phosphate Tribasic",79100050202900,21802,XX,POWD,,,20140101
3820,"Calmoseptine",90979902454220,1090301,EX,OINT,"0.44-20.625","%",20140101
3825,"Caltrate 600",79100007000350,20401,OR,TABS,"1500 (600 Ca)","MG",20160106
3831,"Cam",90650000004100,0,EX,LOTN,,,20140101
3836,"Cameo Oil",90400000001700,1101501,EX,OIL ,,,20140101
3837,"Campho-Phenique",90229902204030,640801,EX,GEL ,"10.8-4.7","%",20140101
3838,"Campho-Phenique",90229902200920,640801,EX,LIQD,"10.8-4.7","%",20140101
3844,"Camphor Blocks",98351012002800,22401,XX,GUM ,,,20141001
3849,"Cankaid",88100030002010,23201,MT,SOLN,"10","%",20140101
3855,"Cantil",49102050100305,78601,OR,TABS,"25","MG",20140101
3858,"Capital/Codeine",65991002051805,146301,OR,SUSP,"120-12","MG/5ML",20140101
3867,"Capsaicin",90850025003710,463301,EX,CREA,"0.025","%",20140101
3868,"Capsaicin",90850025002900,781601,XX,POWD,,,20140101
3869,"Cara-Klenz",90973000000900,705201,EX,SOLN,,,20140101
3870,"Carafate",49300010000305,2655701,OR,TABS,"1","GM",20140101
3872,"CarBAMazepine",72600020000505,23101,OR,CHEW,"100","MG",20140101
3873,"CarBAMazepine",72600020001810,23101,OR,SUSP,"100","MG/5ML",20140101
3874,"CarBAMazepine",72600020000305,23101,OR,TABS,"200","MG",20140101
3875,"Carbamide Peroxide",88100030002010,23201,MT,SOLN,"10","%",20140101
3876,"Carbamide Peroxide",87400030002010,23201,OT,SOLN,"6.5","%",20140101
3890,"Carbocaine",69100050102005,2262001,IJ,SOLN,"1","%",20140101
3892,"Carbocaine",69100050102015,2262001,IJ,SOLN,"2","%",20140101
3917,"Cardenz",78200000000300,452301,OR,TABS,,,20140101
3926,"Cardizem",34000010100320,462601,OR,TABS,"120","MG",20140101
3927,"Cardizem",34000010100305,2472501,OR,TABS,"30","MG",20140402
3928,"Cardizem",34000010100310,298501,OR,TABS,"60","MG",20140101
3929,"Cardizem",34000010100315,261901,OR,TABS,"90","MG",20140101
3937,"Cardura",36202005100310,543101,OR,TABS,"1","MG",20140101
3938,"Cardura",36202005100320,543101,OR,TABS,"2","MG",20140101
3939,"Cardura",36202005100330,543101,OR,TABS,"4","MG",20140101
3940,"Cardura",36202005100340,543101,OR,TABS,"8","MG",20140101
3943,"Carisoprodol",75100020000305,24201,OR,TABS,"350","MG",20160106
3945,"Carisoprodol-Aspirin",75990002100310,230101,OR,TABS,"200-325","MG",20140101
3949,"Carmol 10",90660080004120,141601,EX,LOTN,"10","%",20140101
3950,"Carmol 20",90660080003715,141601,EX,CREA,"20","%",20140101
3953,"Carnitor",30903045102060,540701,IV,SOLN,"200","MG/ML",20170405
3954,"Carnitor",30903045102010,2025901,OR,SOLN,"1","GM/10ML",20140101
3955,"Carnitor",30903045100330,540701,OR,TABS,"330","MG",20140101
3961,"Carozyme",78500000000100,1115001,OR,CAPS,,,20140101
3966,"Carrington Moisture Barrier",90972000003700,2768201,EX,CREA,,,20140101
3971,"Carters Little Pills",46200010000610,15701,OR,TBEC,"5","MG",20140101
3986,"Castellani Paint",90159904200900,1626201,EX,LIQD,,,20140101
